script,category,status,num_windows,active_windows,profitable_ratio,avg_roi,roi_std,min_roi,max_roi,avg_sharpe,sharpe_std,avg_win_rate,consistency_score,orig_composite,w0_roi,w0_trades,w1_roi,w1_trades,w2_roi,w2_trades,w3_roi,w3_trades,w4_roi,w4_trades
support-resistance-fibonacci-retracement,trend_analysis,OK,5,3,0.4,-0.7492415781250017,13.501963984990924,-19.7612734453125,10.293501523437502,-0.16863498483857997,1.5065488497877642,72.22222222222221,0.22999999999999998,0,10.293501523437502,3,7.220047187499993,3,0,0,2.9271441015625026,0,-19.7612734453125,2
support-resistance-zones-strength-classifier-luxalgo,trend_analysis,OK,5,1,0.2,25.190548703124993,0,25.190548703124993,25.190548703124993,1.4674439033917959,0,40.0,0.475952743515625,0,0,0,0,0,0,0,0,0,25.190548703124993,5
swingzag-live,trend_analysis,OK,5,4,0.4,0.08429201660156505,13.9730152774581,-17.16392974218751,20.898787191406285,-0.3829765499692981,1.7622721521544964,38.92045454545455,0.2604214600830078,0,20.898787191406285,10,-6.382705679687511,8,2.985016296874994,6,4.399802789062495,0,-17.16392974218751,11
the-silver-boss-v10,trend_analysis,OK,5,3,0.4,-2.3863045117187567,22.627449220787142,-32.997527605468754,20.995008421874985,-1.5153138815277265,3.3969598119533737,44.444444444444436,0.22999999999999998,0,-32.997527605468754,3,0,0,4.8436056484375,2,0,0,20.995008421874985,2
tikole-rsi,trend_analysis,OK,5,2,0.2,6.93360985546874,23.001884730468745,-16.068274875000004,29.935494585937484,-0.42641113079975856,1.971119552142901,70.0,0.1646680492773437,0,-16.068274875000004,5,29.935494585937484,1,0,0,-3.229514218750002,0,-22.340044851562503,0
timeframe-clock-21-pro-plan-and-under,trend_analysis,OK,5,5,0.2,-12.978568630468752,10.24858415235453,-23.229859332031204,3.225998734374967,-2.384762564902864,1.7979805374917246,43.434013716336864,0.21999999999999997,0,-23.229859332031204,111,-22.937841796875,17,-15.989515687500026,23,-5.961625070312497,11,3.225998734374967,103
timeframe-clock-21,trend_analysis,OK,5,4,0.4,6.520741236328127,22.381449818185878,-17.2396101796875,35.4569654765625,0.1927972181177664,1.5917932472608538,62.5,0.2926037061816406,0,21.085982101562507,2,-13.220372453125004,2,35.4569654765625,2,-8.509022828125001,0,-17.2396101796875,2
timeframe-clock,trend_analysis,OK,5,5,0.6,-4.824897579687514,15.569883398580684,-33.33000185156253,9.981671148437512,-1.02813678386299,2.0928497719394796,59.879417434140066,0.36,0,-33.33000185156253,58,7.185850335937459,46,-8.143245898437513,14,0.18123836718749953,7,9.981671148437512,60
tpo-single-prints-npoc,trend_analysis,OK,5,4,0.6,-0.5734980400390377,18.018831591801447,-31.37070921484374,14.439235937500008,-0.9070895040922375,2.765871533828877,58.333333333333336,0.32999999999999996,0,-31.37070921484374,16,7.698154523437537,18,6.939326593750041,12,0,0,14.439235937500008,36
trading-levels-poc-daily-hl-psychological-levels,trend_analysis,OK,5,5,0.2,-11.027850536718745,15.747915567991631,-30.323207093749982,15.520830164062513,-1.9128692296152638,1.655683439521499,32.289855072463766,0.21999999999999997,0,-19.167574253906235,23,15.520830164062513,20,-17.519816132812544,12,-3.6494853671874736,5,-30.323207093749982,18
trend-break-structure-range-filter,trend_analysis,OK,5,3,0.4,6.775396332031252,8.19331428608043,-4.809933265625004,12.743281195312505,0.5530517681979467,0.9556416693753549,66.66666666666667,0.2749665643163175,0,12.392841066406254,3,12.743281195312505,1,0,0,3.0406732812499975,0,-4.809933265625004,3
trend-filter-value-area-lines-maxmaserati-30,trend_analysis,OK,5,4,0.4,6.884796048828129,13.413877178705015,-9.627305664062499,23.212373976562493,0.14994006818582323,1.416249348676302,12.5,0.2944239802441406,0,16.476323054687512,1,-2.522207171874994,1,23.212373976562493,2,0,0,-9.627305664062499,2
trend-forge,trend_analysis,OK,5,1,0.0,-14.270770085937503,0,-14.270770085937503,-14.270770085937503,-2.299599452439418,0,100.0,0.03,0,-14.270770085937503,1,0,0,0,0,0,0,0,0
trend-line-odnac,trend_analysis,OK,5,3,0.2,-6.704329432291658,19.751232574708993,-23.752467484374982,20.981877367187497,-1.4498512138467428,2.053581366466034,38.888888888888886,0.15999999999999998,0,-23.752467484374982,2,20.981877367187497,3,0,0,0,0,-17.34239817968749,1
trend-o-meter,trend_analysis,OK,5,4,0.4,9.052396791015628,14.970113962682266,-6.8853508906250065,25.9680050703125,0.317526116251122,1.5489734037917995,25.0,0.3052619839550781,0,21.901186273437517,1,-4.774253289062501,1,25.9680050703125,1,0,0,-6.8853508906250065,2
trend-pro-master-suite,trend_analysis,OK,5,2,0.0,-11.634492746093754,11.016583722656264,-22.65107646875002,-0.6179090234374889,-2.452435679215958,2.3017530237265666,12.5,0.06,0,-22.65107646875002,4,0,0,0,0,-3.229514218750002,0,-0.6179090234374889,1
trend-signals-scalper-pro-by-kd,trend_analysis,OK,5,5,0.8,14.907354730468745,26.06440799836059,-21.38840660546873,54.34759794531253,0.41760267161440473,1.5952844014937642,41.49527621225734,0.5045367736523437,0,-21.38840660546873,54,32.42233419531243,53,5.932350703125005,22,3.2228974140624924,7,54.34759794531253,54
turtle-trading-strategy-indicator,trend_analysis,OK,5,2,0.2,-0.8087588554687546,17.008020222656256,-17.81677907812501,16.1992613671875,-1.5960654261943765,3.0399846820622733,25.0,0.13,0,16.1992613671875,2,0,0,0,0,0,0,-17.81677907812501,3
turtle-trading,trend_analysis,OK,5,2,0.2,1.6120634785156227,18.523628806640634,-16.91156532812501,20.135692285156257,-0.019060234445366198,1.7719792102688525,25.0,0.1380603173925781,0,20.135692285156257,2,0,0,0,0,0,0,-16.91156532812501,1
ultra-single-session-alerts-1cg,trend_analysis,OK,5,5,0.4,-7.552116615624986,19.561212055462043,-35.359643242187474,18.786153781249972,-2.169215853348534,3.163339022421608,41.82647527910685,0.29,0,-35.359643242187474,66,-22.507448914062493,11,7.281980367187556,57,-5.961625070312497,11,18.786153781249972,75
volume-profile-projection-box-confirmed,trend_analysis,OK,5,2,0.2,8.771155796874968,23.26534703124997,-14.494191234375,32.03650282812494,-0.09682719219359848,1.8355465752376232,30.76923076923077,0.17385577898437482,0,0,0,-14.494191234375,2,0,0,0.6770916093749983,0,32.03650282812494,13
volume-weighted-trend-quantalgo,trend_analysis,OK,5,2,0.2,-4.331878058593749,11.170162894531256,-15.502040953125004,6.838284835937506,-1.312945192578528,2.1278027190916635,50.0,0.13,0,24.002905503906252,0,0,0,6.838284835937506,1,0,0,-15.502040953125004,1
volume-weighted-trend,trend_analysis,OK,5,2,0.2,-4.331878058593749,11.170162894531256,-15.502040953125004,6.838284835937506,-1.312945192578528,2.1278027190916635,50.0,0.13,0,24.002905503906252,0,0,0,6.838284835937506,1,0,0,-15.502040953125004,1
vts-strategy-quision,trend_analysis,OK,5,3,0.6,9.440022117187496,5.901673798958389,1.0943284218749905,13.694588007812488,0.8105893810051069,0.4556260451963584,66.66666666666667,0.4832935992868479,0,13.531149921875011,1,1.0943284218749905,1,0,0,0,0,13.694588007812488,1
wolfe-wave-pattern-ualgo,trend_analysis,OK,5,1,0.0,-7.039332343750007,0,-7.039332343750007,-7.039332343750007,-2.092917293600898,0,0.0,0.03,0,-7.039332343750007,1,0,0,0,0,0.6770916093749983,0,0,0
yuki-20,trend_analysis,OK,5,4,0.2,-4.65381371679686,15.049186211815424,-26.9862287734375,15.463612218750015,-1.0022522820244497,1.9540962243916475,27.083333333333332,0.19,0,15.463612218750015,2,-3.471001117187479,6,-26.9862287734375,2,0,0,-3.621637195312476,4
yy-fx-pro,trend_analysis,OK,5,5,0.4,-4.520491860937487,11.148758103865179,-22.12112450390625,7.299827093750021,-1.2356489650811742,2.2110971866068705,31.333333333333332,0.29,0,5.045562574218784,10,-12.467142570312499,3,7.299827093750021,6,-0.3595818984374928,1,-22.12112450390625,9
zenalgo-abc,trend_analysis,OK,5,4,0.6,-2.5473834150390537,17.71330206813102,-32.90758516796876,11.70587431249999,-1.1284206162337613,2.908915610122422,47.712552453931764,0.32999999999999996,0,-32.90758516796876,29,5.969905039062505,28,5.0422721562500525,21,0,0,11.70587431249999,54
zero-lag-kalman-structure-boswaves,trend_analysis,OK,5,3,0.4,9.96636256901042,11.641741307174295,-3.559267187499994,24.858643343749996,0.8563075829195173,1.126924460546142,33.333333333333336,0.2798318128450521,0,8.599711550781256,2,-2.7926307656249993,0,24.858643343749996,1,0,0,-3.559267187499994,1
zig-zag-liquidity-pools-sweeps-by-capitan-trading,trend_analysis,OK,5,3,0.4,3.020003010416671,13.043117205458522,-15.416858179687493,12.734388992187496,0.5145230141321048,1.748287283787007,55.55555555555555,0.24510001505208334,0,12.734388992187496,2,11.742478218750009,3,0,0,-8.509022828125001,0,-15.416858179687493,1
1-contract-worth,volatility,OK,5,5,0.2,-8.944404718749988,11.26486789844311,-23.564751835937482,8.251916984375027,-1.3619386627530874,1.351872096259954,43.21767001114827,0.21999999999999997,0,-23.564751835937482,64,-16.135409640625003,16,-12.234139304687487,13,-1.039639796874995,6,8.251916984375027,69
270m-session-cycles-zeussy-inspired,volatility,OK,5,5,0.2,-9.121240254687482,12.902060080092237,-28.51818143749995,9.345923609374966,-1.6436440746529535,1.848700097550611,45.03008973597208,0.21999999999999997,0,-28.51818143749995,78,-17.39748052343748,27,-3.07483785156245,15,-5.961625070312497,11,9.345923609374966,85
2b2t-123-on-closing-basis,volatility,OK,5,4,0.4,4.4476619785156215,11.311007091994462,-10.486607390624995,16.69845167968748,-0.06583568167098866,1.2956620903647649,37.5,0.2822383098925781,0,16.69845167968748,3,-10.486607390624995,3,0,0,-2.4276762656250064,1,14.006479890625007,2
active-move-counter-pointsticks-avg-candle-ticks,volatility,OK,5,5,0.4,-7.737315112499976,18.07121755004909,-30.41068801562498,22.365350757812557,-1.575540221060974,2.053871193662368,36.25661375661375,0.29,0,-30.41068801562498,28,-17.9567088125,7,-13.56250881249996,8,0.8779793203125009,3,22.365350757812557,27
adaptive-trend-sentinel-quantum-algo,volatility,OK,5,4,0.4,-5.3759217851562395,26.60298395133178,-36.36534710156251,24.188523570312523,-2.2835462613433744,3.676090140283685,36.25,0.26,0,-26.973281937499983,5,17.646418328125016,4,-36.36534710156251,2,0.6770916093749983,0,24.188523570312523,6
adaptive-volatility-matrix-joat,volatility,OK,5,2,0.2,-0.6667701562500001,7.1572170078125055,-7.823987164062506,6.490446851562505,-0.7865511258882654,1.94542891079463,50.0,0.13,0,6.490446851562505,1,-7.823987164062506,1,0,0,0,0,0,0
ag-pro-pivot-points-reaction-map-agpro-series,volatility,OK,5,4,0.2,0.5110995576171995,16.581376208627415,-19.10309613281251,26.61849070312502,-0.3448389855468864,1.586516074624871,8.333333333333332,0.192555497788086,0,-0.24804874609371474,12,-19.10309613281251,3,26.61849070312502,6,0,0,-5.222947593749995,6
anchored-vwap-by-time-matteoarroz,volatility,OK,5,3,0.2,-4.295246549479163,16.641276398607072,-24.0242706015625,16.681075757812504,-0.9173865128578415,1.7445865020014815,37.5,0.15999999999999998,0,-24.0242706015625,2,-5.542544804687495,4,33.00325178125,0,0,0,16.681075757812504,8
atr-levels-daily-open,volatility,OK,5,1,0.0,-20.7950197265625,0,-20.7950197265625,-20.7950197265625,-2.2644447766614118,0,0.0,0.03,0,0,0,-20.7950197265625,1,0,0,0,0,-5.866392343750005,0
atr-side-box-pro,volatility,OK,5,4,0.0,-28.859762498046848,14.279245542672266,-48.88833648437496,-13.742957843749945,-6.307478443838486,3.797476882675252,34.32539682539682,0.12,0,-48.88833648437496,14,-13.742957843749945,9,34.43945217187499,0,-17.080168398437497,2,-35.727587265625,2
average-volatility-zones,volatility,OK,5,5,0.4,0.7431816390625094,20.935442778803147,-31.87584181249999,30.483856242187514,-0.8066353101579562,2.6383098422601488,40.0,0.2937159081953125,0,13.549426742187512,4,-0.36888842187498816,2,30.483856242187514,2,-8.072644554687503,1,-31.87584181249999,4
bigbull-x-2-strategy,volatility,OK,5,4,0.6,3.278092811523446,12.204601380069489,-17.525520320312484,13.697965019531258,0.16247289109918883,1.714893021943768,45.83333333333333,0.3463904640576172,0,13.697965019531258,4,-17.525520320312484,5,0,0,8.986725031249996,1,7.953201515625012,9
breakout-acceptance-score-bas,volatility,OK,5,3,0.2,-9.36661681119791,17.874625878490257,-30.51669136328125,13.198380234375016,-2.397249906435581,2.42080584068416,39.285714285714285,0.15999999999999998,0,-30.51669136328125,4,-10.175474984375004,0,-10.781539304687495,2,4.399802789062495,0,13.198380234375016,7
capital-leadership-review-weekly,volatility,OK,5,4,0.4,-6.085974375976562,14.49552240569373,-29.841724957031268,6.956908039062487,-1.7037750618604721,2.609220146657512,38.94489247311827,0.26,0,-29.841724957031268,6,-5.661347250000006,8,4.202266664062539,6,0,0,6.956908039062487,62
confirmed-compression-blocks-breakout-targets-codapro,volatility,OK,5,2,0.0,-6.3244092070312465,0.4206425507812521,-6.745051757812499,-5.903766656249995,-0.5525317515396184,0.025591765437498137,16.666666666666664,0.06,0,0,0,-6.745051757812499,1,0,0,0,0,-5.903766656249995,3
cote-volatility,volatility,OK,5,2,0.0,-9.625043007812499,1.2603789531250005,-10.8854219609375,-8.364664054687498,-1.7963372131023676,0.2279934413034036,0.0,0.06,0,25.46049444921875,0,-8.364664054687498,1,39.0703049609375,0,0,0,-10.8854219609375,1
cpt-pullback-edge-tool-callput-past-present-11,volatility,OK,5,5,0.4,-3.216741241406248,6.624559969570979,-12.845294929687487,5.253173171874994,-0.7598950134957916,1.2046839897931352,44.205128205128204,0.29,0,1.2648819843750099,26,-12.845294929687487,6,5.253173171874994,10,-1.0461698203124978,2,-8.710296613281258,20
cusum-structural-break-detector,volatility,OK,5,4,0.4,0.12279841308592987,18.758602073905678,-28.812871722656258,21.621978453124978,-1.1366699188797842,3.043727968745153,41.94444444444444,0.2606139920654296,0,-28.812871722656258,12,-2.4993889375000142,5,21.621978453124978,9,0.6770916093749983,0,10.181475859375015,12
d1-range-in-pips,volatility,OK,5,5,0.4,-1.1214195109374931,14.373191246269114,-15.58880500390625,23.46757503906252,-0.786514155762716,1.882155126364649,38.488095238095234,0.29,0,6.354720464843775,24,-7.88483553125002,16,23.46757503906252,20,-11.955752523437493,2,-15.58880500390625,21
daily-atr-info-box-with-buffers,volatility,OK,5,4,0.2,-7.623203577148426,13.236960333188437,-26.332328480468686,9.441582249999993,-2.058570814597574,2.3413300449829664,43.33333333333333,0.19,0,-26.332328480468686,24,9.441582249999993,12,-1.4029658671875076,3,0,0,-12.199102210937504,5
daily-candle-right-side,volatility,OK,5,5,0.6,-4.770753098437517,15.546542795221486,-33.19527710156253,10.117668804687506,-1.0185436435533721,2.07875618620277,59.96645999671248,0.36,0,-33.19527710156253,57,7.185850335937459,46,-8.143245898437513,14,0.18123836718749953,7,10.117668804687506,59
daily-pips-movement-forex,volatility,OK,5,5,0.4,-3.8535929437499967,21.057953826572273,-32.69035050781249,19.144392546874993,-1.2417680890041694,2.228140037033161,63.14801864801865,0.29,0,-32.69035050781249,8,19.144392546874993,13,-22.45416607812501,5,-1.9319554765625069,3,18.66411479687503,11
dca-onetwo,volatility,OK,5,5,0.2,-7.433985299999992,8.675424625676088,-14.61402220703126,8.66516640625002,-1.5921913554694291,1.6686598392915806,34.273353677590706,0.21999999999999997,0,-5.340612480468699,61,-12.411222968750007,33,8.66516640625002,53,-13.469235250000011,4,-14.61402220703126,59
distance-from-ath,volatility,OK,5,2,0.0,-19.372394833984384,12.81854170898439,-32.19093654296877,-6.5538531249999945,-3.2854341298469394,2.4338707805269624,0.0,0.06,0,-32.19093654296877,5,-6.5538531249999945,1,0,0,0,0,0,0
donchian-ribbon-ualgo,volatility,OK,5,4,0.6,8.946655958984378,18.82784041963822,-22.42268230468751,27.094356007812486,-0.2600661979765785,2.9698588640716768,41.66666666666666,0.3747332797949219,0,27.094356007812486,3,-22.42268230468751,3,18.487495609375024,3,8.309633421874999,0,12.627454523437512,3
dvol-based-bitcoin-volatility,volatility,OK,5,5,0.8,3.667459876562507,3.400853980726786,-1.3788500625000162,7.830971703125019,0.5388727934045658,0.6341026187678204,61.11111111111111,0.5398116446908574,0,7.098517539062538,9,7.830971703125019,8,2.3226398984374974,1,-1.3788500625000162,2,2.4640203046874958,6
fair-value-gap-signals-ualgo,volatility,OK,5,1,0.2,9.583716343749998,0,9.583716343749998,9.583716343749998,1.7733078376250426,0,100.0,0.39791858171875005,0,0,0,0,0,9.583716343749998,1,0,0,0,0
fixed-range-line-range-shift-signals-with-t1,volatility,OK,5,5,0.6,5.233890603906248,8.552017163922498,-3.783912554687515,19.94868140624999,0.4737457125779079,0.7966036077811193,48.91434493526071,0.43701855107425136,0,-2.7015401874999663,60,-3.783912554687515,29,19.94868140624999,60,5.2661968203125,7,7.440027535156231,61
flux-origin-flow,volatility,OK,5,1,0.2,15.053956226562498,0,15.053956226562498,15.053956226562498,1.7495458402853634,0,100.0,0.42526978113281255,0,15.053956226562498,1,0,0,0,0,0,0,-3.7053741093749997,0
flux-pulse-orb,volatility,OK,5,5,0.4,0.5033623648437462,9.946885218034522,-10.157533078124995,15.237622800781262,-0.38446222059285917,1.258455569826963,33.78274037584382,0.29251681182421874,0,15.237622800781262,29,-9.012849531250017,27,8.63675982812498,25,-2.187188195312497,3,-10.157533078124995,28
fvg-candle-painter-algorich,volatility,OK,5,3,0.4,-3.3969872278645874,20.744791464396222,-30.377331472656255,20.071427609374997,-1.3110791484207887,2.8271326700023134,52.38095238095238,0.22999999999999998,0,-30.377331472656255,2,0,0,0.1149421796874958,1,0,0,20.071427609374997,7
fvg-touch-extension-tag,volatility,OK,5,5,0.0,-23.756059129687497,12.968195992876272,-41.59693530468755,-6.7947253203125,-4.4189522727196,1.9557951150093962,30.1031746031746,0.15,0,-30.212544867187464,81,-10.969603132812496,5,-41.59693530468755,24,-6.7947253203125,2,-29.206487023437482,7
fx-setup-scanner-currency-strength-and-divergence,volatility,OK,5,4,0.4,5.4053063222656315,15.246027767579772,-10.113265664062478,27.019982078125004,0.012639783605362387,1.5541281710699617,20.625,0.28702653161132813,0,12.436042203125005,8,-10.113265664062478,5,27.019982078125004,4,0,0,-7.721533328125006,4
gioc3p-sessions,volatility,OK,5,4,0.4,-3.5553146357421763,18.754998815252915,-29.840373691406246,18.678007929687517,-1.2952734416944445,2.561496862856092,24.999999999999996,0.26,0,-29.840373691406246,3,-11.86304876562499,2,8.804155984375015,3,0,0,18.678007929687517,6
guacs-daily-atr-box-remaining-locked-w-extensions,volatility,OK,5,5,0.4,-5.258832488281256,14.90881208519922,-25.327016886718717,15.36735150781249,-1.450223134570624,1.8930073196268253,32.57142857142857,0.29,0,-25.327016886718717,20,8.099069499999969,7,-14.208289453125019,6,-10.225277109375005,1,15.36735150781249,15
hawkes-vol-expansion-detector-ufvg,volatility,OK,5,1,0.0,-6.403997375000022,0,-6.403997375000022,-6.403997375000022,-0.6376835866392875,0,51.02040816326531,0.03,0,-1.5438383750000066,0,0,0,0,0,0,0,-6.403997375000022,49
hiddenridder-reversal-vix,volatility,OK,5,3,0.2,3.3699274453124963,14.720452454462437,-8.781136609374997,24.084493335937484,-1.12296216189472,2.2426501306826796,22.222222222222218,0.17684963722656247,0,24.084493335937484,3,-5.193574390624999,1,0,0,0,0,-8.781136609374997,3
honeymoonist-panic-buy-sell,volatility,OK,5,4,0.2,-11.35810345703125,18.954263077110603,-30.273659796874995,19.321796406250023,-2.037476082976441,2.305094343986924,29.375,0.19,0,-23.10550917187502,5,-11.375041265625011,8,-30.273659796874995,2,0,0,19.321796406250023,10
hourly-volatility-profile-pro-mataf-style,volatility,OK,5,5,0.2,-3.7675454531250083,10.917814015640575,-13.469235250000011,17.535052894531283,-1.0203100021524754,1.7283794264509738,39.442318206670315,0.21999999999999997,0,17.535052894531283,62,-8.698764179687496,59,-6.233329429687539,16,-13.469235250000011,4,-7.971451300781278,62
ic-locate,volatility,OK,5,4,0.4,-1.6691711552734416,17.711936716038316,-26.435899019531234,23.370535742187478,-1.1051629915372618,2.7514839333296672,38.08760683760684,0.26,0,-26.435899019531234,13,-4.4922774609374905,9,0,0,0.8809561171874811,3,23.370535742187478,12
ict-rth-open-gaps,volatility,OK,5,5,0.2,-9.398800506250003,14.027567082188751,-33.19527710156253,9.882456859375,-1.493921835942545,1.865252652164968,55.055874981571584,0.21999999999999997,0,-33.19527710156253,57,-12.482631992187496,14,-7.528161453124979,17,-3.670388843750014,8,9.882456859375,60
inside-bar-strategy-with-sltp,volatility,OK,5,5,0.2,-1.7076916195312282,5.452822721382695,-7.982059593749975,8.469990511718773,-0.8846575864854136,1.471884247825349,23.797827903091065,0.21999999999999997,0,8.469990511718773,20,-2.5523558124999544,19,-2.835554453124991,9,-3.6384787499999947,3,-7.982059593749975,28
institutional-edge-toolkit-clever,volatility,OK,5,5,0.6,3.8869665296875007,11.978365885787033,-10.4665973046875,21.42789783593749,-0.22543306467266427,1.5886649820226553,40.0,0.37943483264843747,0,13.94064121093751,1,0.001240453125006752,1,21.42789783593749,1,-5.468349546875005,1,-10.4665973046875,1
jensens-convexity-score,volatility,OK,5,1,0.2,2.6262857031250024,0,2.6262857031250024,2.6262857031250024,0.9505236095824453,0,100.0,0.36313142851562497,0,0,0,2.6262857031250024,1,0,0,0,0,0,0
kurtosis-model,volatility,OK,5,1,0.2,3.0962280078124316,0,3.0962280078124316,3.0962280078124316,0.27170430385080435,0,58.06451612903226,0.3654811400390622,0,0,0,1.3656718203125058,0,0,0,0,0,3.0962280078124316,31
liquidation-cascade-detector-basic-20,volatility,OK,5,4,0.0,-21.25021802929687,4.904820008311785,-27.035879476562474,-14.409950773437508,-2.803319351391693,1.3309735163360183,40.476190476190474,0.12,0,-27.035879476562474,6,-14.409950773437508,7,-24.553291640624984,1,0,0,-19.00175022656252,2
liquidation-cascade-detector-basic,volatility,OK,5,1,0.2,21.369560652343743,0,21.369560652343743,21.369560652343743,1.520237203786953,0,100.0,0.4568478032617187,0,21.369560652343743,1,-0.2910457421875035,0,0,0,6.101713937499997,0,-26.902219656250004,0
liquidity-zones,volatility,OK,5,3,0.6,19.05364388932291,8.50404636402905,9.410099398437495,30.09873872656244,1.266665623139888,0.43591819861520453,36.666666666666664,0.5362886697928134,0,17.652093542968796,15,9.410099398437495,1,0,0,0,0,30.09873872656244,14
manual-x-sigma-volatility-trailing-stop,volatility,OK,5,5,0.4,4.599044999999997,17.324644083753764,-13.469235250000011,27.495655390625036,-0.34720901221035405,2.1495630145287707,38.36730009608199,0.312995225,0,23.2164695585937,29,-10.901314359374998,38,27.495655390625036,17,-13.469235250000011,4,-3.346350339843746,40
modern-real-time-adr-session-hub-v2,volatility,OK,5,5,0.4,-0.4055778296874927,8.617513142143226,-10.694657281249995,14.97287000390631,-0.18614024128655043,1.2735349590602147,54.007038712921066,0.29,0,14.97287000390631,26,-10.694657281249995,17,-1.3030583750000224,9,0.609299437499998,2,-5.612342933593754,24
mtf-volatility-treshold,volatility,OK,5,1,0.2,16.428994023437465,0,16.428994023437465,16.428994023437465,0.9885207457443408,0,54.43037974683544,0.43214497011718733,0,0,0,0,0,0,0,0,0,16.428994023437465,79
neighboring-trailing-stop-luxalgo,volatility,OK,5,3,0.0,-16.428073692708328,9.168957504755847,-29.39088099218749,-9.665791468750001,-2.946688381252715,2.033954528877274,8.333333333333334,0.09,0,-29.39088099218749,4,-10.227548617187495,2,30.758603124999993,0,0,0,-9.665791468750001,2
pnl-ruler-nlr,volatility,OK,5,1,0.2,1.7269451874999941,0,1.7269451874999941,1.7269451874999941,1.5723814641161125,0,100.0,0.3586347259375,0,0,0,9.986978140624997,0,0,0,0,0,1.7269451874999941,1
prev-day-high-low-trade-success-academy,volatility,OK,5,5,0.2,-10.437492342968751,13.834952691692678,-32.28019616015622,7.866648101562503,-2.3420038863380297,2.395153338980257,32.92063492063492,0.21999999999999997,0,-32.28019616015622,70,7.866648101562503,22,-18.111656570312494,5,-8.23178184375001,6,-1.4304752421875309,63
prev-day-high-low,volatility,OK,5,5,0.2,-17.749357696875002,13.127356528427441,-34.018995925781276,4.625928781250011,-3.8622972027063627,2.7454561598043017,35.76432329029173,0.21999999999999997,0,-26.623480800781223,51,-18.982426773437503,15,4.625928781250011,25,-13.74781376562502,5,-34.018995925781276,41
pro-minimalist-atr-stats-box,volatility,OK,5,3,0.2,-11.48451528645833,11.74009435809582,-25.75642989843749,2.9984865468750064,-1.6473352607355274,1.8033373575593878,52.77777777777777,0.15999999999999998,0,-25.75642989843749,6,2.9984865468750064,1,0,0,-4.367049054687493,0,-11.69560250781251,4
pseudo-footprint-price-levels,volatility,OK,5,5,0.4,0.38251932265624655,10.070442303547319,-10.487601117187499,15.237622800781262,-0.4111139168275423,1.2808074126257616,32.61871921182266,0.2919125966132812,0,15.237622800781262,29,-9.286996703125013,21,8.63675982812498,25,-2.187188195312497,3,-10.487601117187499,28
quantum-trendmatrix-by-pdoge,volatility,OK,5,3,0.0,-18.092147959635415,13.424495125106516,-37.00038605859375,-7.160022468750002,-3.540700006006403,2.9383984974228428,33.333333333333336,0.09,0,-37.00038605859375,2,0,0,-10.116035351562502,1,0,0,-7.160022468750002,1
radiant-mean-reversion-channels-pineify,volatility,OK,5,2,0.2,-1.195334947265641,24.214444041015625,-25.409778988281268,23.019109093749986,-1.2795165023024286,2.475736429724372,62.5,0.13,0,-25.409778988281268,4,23.019109093749986,1,0,0,0,0,-22.676678023437503,0
return-distribution-thetaloop,volatility,OK,5,2,0.4,1.960483509765618,1.5257144667968825,0.4347690429687355,3.4861979765625004,0.16517326007112001,0.11061820929249669,37.5,0.4321478652257039,0,0.4347690429687355,8,3.4861979765625004,18,0,0,0,0,0,0
rsi-divergence-v6,volatility,OK,5,1,0.0,-24.658569875,0,-24.658569875,-24.658569875,-2.5643167770648416,0,0.0,0.03,0,-20.498194054687495,0,-8.267037203125001,0,32.2109993828125,0,0,0,-24.658569875,1
rsi-superstack,volatility,OK,5,4,0.2,-7.516226873046875,7.509614052420048,-15.729904515625021,4.215835718750022,-1.260720300853157,1.4872217934494047,54.16666666666667,0.19,0,0,0,-6.603163421875012,2,-15.729904515625021,15,4.215835718750022,6,-11.94767527343749,54
sample-entropy-sampen-regime-detector,volatility,OK,5,2,0.2,0.58963191210937,22.530340271484384,-21.940708359375012,23.119972183593752,-0.07722408796057056,2.3791876078459477,66.66666666666666,0.13294815956054684,0,23.119972183593752,1,-0.2910457421875035,0,0,0,-8.509022828125001,0,-21.940708359375012,3
sara-strat-snipers-50-percent-status,volatility,OK,5,4,0.2,-2.377903063476562,5.016034818414755,-10.212497414062497,3.6017891249999954,-0.2982435653976684,0.697087118904026,12.5,0.19,0,-0.5058613632812484,1,-2.395042601562498,2,3.6017891249999954,2,0,0,-10.212497414062497,1
session-sniper-map-forexobroker,volatility,OK,5,4,0.4,-12.303002713867187,23.472349833927105,-37.4328966484375,19.887356015625016,-2.4898211276811786,3.117713625482357,22.916666666666664,0.26,0,-31.819932410156255,4,0.1534621874999866,3,-37.4328966484375,1,0,0,19.887356015625016,3
shalli-rsi-shalli,volatility,OK,5,3,0.4,-2.9585281679687565,6.84539547014456,-12.562284859375024,2.8993102968750026,-0.422289903426718,0.9519951991534548,27.777777777777775,0.22999999999999998,0,0.7873900585937517,4,-12.562284859375024,3,0,0,0.6770916093749983,0,2.8993102968750026,3
simulation-structural-synthesis-dafe,volatility,OK,5,1,0.2,6.526234265624997,0,6.526234265624997,6.526234265624997,2.034682733601707,0,100.0,0.38263117132812496,0,6.526234265624997,1,1.8108109296875046,0,0,0,0,0,0,0
